
0	77	77	154	77.000000
1	99	666	765	382.000000
2	777	44	821	410.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
0	0	0	0	0.000000
